id,title,region,sub_region,area,location,room,hall,toilet,brand,time,layer,floor,price,tenancy,tag
83,整租·番南小区，一房一厅，随时入住，房东诚意出租。,徐汇,徐家汇,40.0,南,1,1,1,链家,9天前发布,高楼层,6,4800.0,元/月,近地铁_精装_随时看房
84,方便看房，5mi到11号线御桥站，南北通大阳台,浦东,御桥,68.0,南,2,2,1,链家,12天前发布,高楼层,6,4500.0,元/月,近地铁_随时看房
85,整租·长寿路精装一室干净整洁居住温馨朝向好近地铁,普陀,长寿路,59.0,南,1,1,1,链家,14天前发布,低楼层,31,8000.0,元/月,近地铁_精装_随时看房
86,整租·田林十四村1居室4700,徐汇,田林,35.0,南,1,1,1,门店优选,今天发布,低楼层,6,4700.0,元/月,近地铁_精装_新上_随时看房
87,整租·桂平小区1居室4100,徐汇,康健,47.0,南,1,1,1,门店优选,22天前发布,中楼层,6,4100.0,元/月,近地铁_随时看房
88,整租·徐虹大楼2居室9800,徐汇,徐家汇,103.0,南,2,2,1,门店优选,1个月前发布,高楼层,18,9800.0,元/月,近地铁_精装_随时看房
89,整租·泰德苑3居室13500,徐汇,徐家汇,122.0,南,3,2,1,门店优选,1个月前发布,高楼层,29,13500.0,元/月,近地铁_随时看房
90,整租·花苑茶花园1居室3600,徐汇,康健,42.0,南,1,1,1,门店优选,1个月前发布,高楼层,6,3600.0,元/月,随时看房
91,潍坊九村中装，双南两房，小区位置佳，交通方便。,浦东,潍坊,49.0,南,2,1,1,链家,3天前发布,中楼层,6,5400.0,元/月,近地铁_新上
92,世纪大道ZUI好的房子+业主自住装修+南北两房+拎包入住,浦东,源深,51.0,南,2,1,1,链家,13天前发布,高楼层,6,6300.0,元/月,近地铁
93,梅川一街坊2室1厅4500元,普陀,长风,58.0,南北,2,1,1,链家,4天前发布,低楼层,6,4500.0,元/月,近地铁_新上
94,隆昌路641弄2室0厅3700元,杨浦,周家嘴路,42.0,南,2,0,1,链家,5天前发布,高楼层,6,3700.0,元/月,近地铁_新上
95,莱茵半岛4室2厅11800元复式,杨浦,中原,178.0,南,4,2,3,链家,5天前发布,低楼层,6,11800.0,元/月,近地铁_新上
96,唐山路1380弄1室0厅3300元,杨浦,周家嘴路,37.0,南,1,0,1,链家,6天前发布,中楼层,7,3300.0,元/月,近地铁_新上
97,昆阳小区，近5号线闵行开发区站！,闵行,老闵行,53.0,南,2,0,1,链家,6天前发布,高楼层,6,2200.0,元/月,近地铁_新上_随时看房
98,市政馨苑3室2厅8500元,普陀,真如,126.0,南北,3,2,2,链家,7天前发布,低楼层,6,8500.0,元/月,近地铁
99,开发商统一装修、进口家具、地暖、新风系统、智能管理,黄浦,黄浦滨江,196.0,东西,3,2,2,链家,7天前发布,低楼层,29,50000.0,元/月,近地铁_随时看房
100,美兰湖岭域3室2厅3600元,宝山,罗店,91.0,南,3,2,1,链家,8天前发布,高楼层,7,3600.0,元/月,近地铁_随时看房
101,民星二村1室1厅4000元,杨浦,中原,45.0,南,1,1,1,链家,9天前发布,中楼层,6,4000.0,元/月,近地铁
102,整租·品质小区+精装大两房两卫+南北通透+采光好,普陀,长寿路,120.0,东南南北,2,2,2,链家,10天前发布,低楼层,16,12000.0,元/月,近地铁_精装_双卫生间
103,新有消毒柜，客厅房间都朝南，随时看房拎包入住,长宁,古北,70.0,南,1,2,2,链家,10天前发布,高楼层,9,11500.0,元/月,近地铁
104,红木家具，高档配置，找爱惜房子的诚意居家客户,静安,曹家渡,97.0,西南西,2,1,1,链家,11天前发布,高楼层,21,9000.0,元/月,近地铁
105,世纪公园地铁口精装一房诚意出租！看房随时！,浦东,花木,42.0,南,1,1,1,链家,11天前发布,高楼层,6,6800.0,元/月,近地铁_随时看房
106,整租·精装修两房+清爽干净+免费会所+看房方便,静安,江宁路,107.0,南,2,2,2,链家,12天前发布,低楼层,32,17000.0,元/月,近地铁_精装_双卫生间
107,整租·笋盘：黄浦丽园+下沉式花园+中式园林花园+08年小区,黄浦,蓬莱公园,104.0,南,2,2,1,链家,12天前发布,高楼层,18,15500.0,元/月,近地铁_精装_随时看房
108,东明花苑2室2厅4000元,松江,松江新城,98.0,南北,2,2,1,链家,19天前发布,中楼层,7,4000.0,元/月,近地铁
109,凤城二村1室1厅3500元,杨浦,控江路,34.0,南北,1,1,1,链家,20天前发布,中楼层,6,3500.0,元/月,近地铁
110,潍坊六村，双南两房，精装修，家具家电*配,浦东,潍坊,52.0,南,2,1,1,链家,21天前发布,高楼层,6,6300.0,元/月,近地铁
111,精装一房，单独厅，近地铁，门口有公交，价格可谈,浦东,潍坊,45.0,南,1,1,1,链家,24天前发布,高楼层,5,5700.0,元/月,近地铁
112,背靠地铁+精装温馨+随时可租+小区环境美美美,浦东,源深,140.0,东南南,3,1,2,链家,25天前发布,低楼层,29,15000.0,元/月,近地铁_随时看房
113,民星路408弄1室0厅3800元,杨浦,中原,34.0,南,1,0,1,链家,26天前发布,高楼层,6,3800.0,元/月,近地铁
114,整租·臻果真房源，精装58平大一房，精装地暖，看房方便,闵行,金汇,54.0,南北,1,1,1,链家,27天前发布,低楼层,15,7500.0,元/月,近地铁_精装
115,重新配置一房，临地铁，配套完善，就等你来！,浦东,源深,39.0,南,1,1,1,链家,14天前发布,中楼层,6,4800.0,元/月,近地铁_随时看房
116,中远两湾城1室1厅7000元,普陀,中远两湾城,56.0,西南,1,1,1,链家,22天前发布,中楼层,34,7000.0,元/月,近地铁_随时看房
117,宏祥花苑3室2厅11000元,虹口,鲁迅公园,135.0,南,3,2,2,链家,1个月前发布,低楼层,12,11000.0,元/月,近地铁_随时看房
118,田林三村2室1厅5800元,徐汇,田林,58.0,南,2,1,1,链家,1天前发布,高楼层,6,5800.0,元/月,近地铁_新上_随时看房
119,世纪之门2室1厅6500元,普陀,长寿路,55.0,南,2,1,1,链家,3天前发布,中楼层,25,6500.0,元/月,近地铁_新上_随时看房
120,新城金郡2室2厅4200元,嘉定,嘉定新城,90.0,南北,2,2,1,链家,5天前发布,低楼层,18,4200.0,元/月,近地铁_新上_随时看房
121,整租·静安老居委新装修，家电齐备拎包入住，朝向好看房方便,静安,曹家渡,34.0,南,1,0,1,链家,6天前发布,中楼层,7,7500.0,元/月,近地铁_精装_新上_随时看房
122,国和二村1室1厅3300元,杨浦,中原,46.0,南,1,1,1,链家,9天前发布,高楼层,6,3300.0,元/月,近地铁_随时看房
123,近地铁+精装两房+社区环境好+可拎包入住,闵行,梅陇,103.0,南,2,2,1,链家,12天前发布,低楼层,17,7800.0,元/月,近地铁_随时看房
124,整租·圣天地公寓，高层紧凑一居，13号线江宁路站，白领宜居,普陀,长寿路,31.0,东,1,1,1,链家,14天前发布,高楼层,25,5000.0,元/月,近地铁_精装_随时看房
125,整租·新亚徐汇公寓3居室13500,徐汇,徐家汇,129.0,南,3,2,2,门店优选,17天前发布,中楼层,18,13500.0,元/月,近地铁_精装_双卫生间_随时看房
126,整租·千鹤小区2居室7300,徐汇,田林,81.0,南,2,1,1,门店优选,16天前发布,高楼层,23,7300.0,元/月,近地铁_随时看房
127,整租·九九园2居室9300,长宁,新华路,93.0,南北,2,2,1,门店优选,1个月前发布,中楼层,28,9300.0,元/月,近地铁_精装_随时看房
128,整租·田林十二村2居室6000,徐汇,田林,48.0,南,2,1,1,门店优选,29天前发布,高楼层,6,6000.0,元/月,近地铁_精装_随时看房
129,整租·尚汇豪庭二期3居室18000,徐汇,田林,132.0,南,3,2,2,门店优选,1个月前发布,中楼层,26,18000.0,元/月,近地铁_精装_双卫生间_随时看房
130,整租·陕西南路建国路+居家精装修拎包入住+交通便利地铁7、9,徐汇,建国西路,144.0,南,3,2,2,链家,3天前发布,中楼层,37,18000.0,元/月,近地铁_精装_双卫生间_新上
131,精装两房，品牌家具家电，可拎包入住，业主诚意出租,浦东,唐镇,90.0,南,2,2,1,链家,13天前发布,中楼层,13,6300.0,元/月,近地铁
132,杜家宅小区1室1厅5000元,长宁,仙霞,35.0,南,1,1,1,链家,4天前发布,中楼层,6,5000.0,元/月,近地铁_新上
133,潍坊三村世纪大道2469号线地铁价格可沟通,浦东,潍坊,50.0,南,2,0,1,链家,5天前发布,中楼层,5,5300.0,元/月,近地铁_新上_随时看房
134,整租·业主诚意出租+可长租+小区环境好+采光明亮,宝山,顾村,82.0,南北,2,2,1,链家,5天前发布,中楼层,6,4500.0,元/月,近地铁_精装_新上_随时看房
135,简装一室家具家电都有楼层好临地铁生活方便,闵行,老闵行,40.0,东南,1,1,1,链家,6天前发布,中楼层,5,2000.0,元/月,近地铁_新上_随时看房
136,双南两房，户型方正，家电齐*，可拎包入住,浦东,金杨,52.0,南,2,1,1,链家,6天前发布,低楼层,6,6300.0,元/月,近地铁_新上
137,何家宅小区，38号线地铁交汇，凯德龙之梦，2楼精装修,虹口,鲁迅公园,30.0,南,1,1,1,链家,7天前发布,低楼层,6,4300.0,元/月,近地铁_随时看房
138,距9号线蓝天路站只有500米，两房朝南阳光满室温暖舒适,浦东,碧云,97.0,南,2,2,1,链家,7天前发布,高楼层,11,9500.0,元/月,近地铁_随时看房
139,近地铁电梯精装房拎包入住，有地暖，冬天不再寒冷,长宁,天山,88.0,南,2,2,1,链家,8天前发布,低楼层,19,12000.0,元/月,近地铁_随时看房
140,过马路东明路地铁站2号口居家大面积2楼三房看房预约,浦东,世博,95.0,南,3,1,1,链家,9天前发布,低楼层,6,7000.0,元/月,近地铁
141,整租·生活方便+交通便利，中山公园商圈，大空间一房,长宁,中山公园,33.0,南,1,0,1,链家,10天前发布,低楼层,6,4500.0,元/月,近地铁_随时看房
142,整租·精装修-电梯两房-高区-随时可看-拎包入住江景房,黄浦,打浦桥,101.0,南,2,2,1,链家,10天前发布,中楼层,24,10000.0,元/月,近地铁_精装
143,周家嘴路1050号1室0厅4000元,虹口,北外滩,36.0,南,1,0,1,链家,11天前发布,低楼层,6,4000.0,元/月,近地铁
144,整租·精装两房两厅，交通便利，诚意出租,徐汇,徐家汇,79.0,南,2,1,1,链家,11天前发布,高楼层,6,7500.0,元/月,近地铁_精装
145,整租·漕河泾地铁站新出双南两房楼层佳看房方便拎包入住,徐汇,漕河泾,90.0,南,2,2,1,链家,12天前发布,高楼层,6,7200.0,元/月,近地铁
146,浦东大道路边的房子+朝南房+拎包入住+业主自住装修,浦东,源深,33.0,南,1,1,1,链家,12天前发布,中楼层,6,4500.0,元/月,近地铁
147,精装大一房+家电配套齐*+近12号地铁线,闵行,古美,54.0,南,1,1,1,链家,19天前发布,低楼层,6,4500.0,元/月,近地铁
148,生活便利，拎包入住即可，有客户多多推荐,浦东,高东,93.0,南,3,1,1,链家,20天前发布,低楼层,14,5500.0,元/月,近地铁_随时看房
149,精装两房，近地铁站、近大润发、有钥匙看房方便,松江,松江老城,93.0,南,2,2,1,链家,21天前发布,高楼层,6,3300.0,元/月,近地铁_随时看房
150,整租·镇宁路465弄2室0厅7300元,长宁,镇宁路,50.0,南北,2,0,1,链家,23天前发布,高楼层,6,7300.0,元/月,近地铁
151,朝南一房采光好、配套齐*拎包可入住,浦东,北蔡,46.0,南,1,1,1,链家,25天前发布,中楼层,6,4100.0,元/月,近地铁
152,精装两房价格美丽楼层很好地铁近哦,浦东,曹路,82.0,南北,2,2,1,链家,26天前发布,低楼层,18,3900.0,元/月,近地铁_随时看房
153,整租·业主急租+近地铁+正看陆家嘴城隍庙景观+品质小区,黄浦,豫园,132.0,南,3,2,2,链家,27天前发布,高楼层,29,13000.0,元/月,近地铁_精装_双卫生间
154,整租·中凯城市之光+视野开阔+景色秀丽+拎包入住,静安,南京西路,62.0,南,1,1,1,链家,14天前发布,低楼层,29,11000.0,元/月,近地铁_精装_随时看房
155,整租·新出南北通透大三房，厨房、卫生间*新装修，随时看房,浦东,陆家嘴,146.0,南北,3,2,2,链家,22天前发布,中楼层,10,23000.0,元/月,近地铁_精装_双卫生间_随时看房
156,近8号线杨思站400米大一房诚意出租,浦东,三林,32.0,南,1,1,1,链家,1个月前发布,中楼层,6,3000.0,元/月,近地铁_随时看房
157,金沙雅苑(三期)2室2厅8000元,普陀,长征,85.0,南,2,2,1,链家,1天前发布,高楼层,18,8000.0,元/月,近地铁_新上_随时看房
158,简装3房，近地铁，家具齐。。。。。。。。。,闵行,浦江,134.0,南,3,2,2,链家,3天前发布,高楼层,13,8500.0,元/月,近地铁_新上_随时看房
159,江中公寓近地铁9号线三楼房源配套齐随时看房,松江,松江新城,112.0,南,3,2,2,链家,5天前发布,中楼层,6,4500.0,元/月,近地铁_新上_随时看房
160,电梯两房+简单装修可做办公+价格便宜+看房有钥匙,浦东,塘桥,101.0,南,2,2,1,链家,6天前发布,中楼层,28,7000.0,元/月,近地铁_新上_随时看房
161,整租·天安精装两房，背靠世纪公园，保养一级棒，拎包即住,浦东,联洋,99.0,南,2,2,1,链家,8天前发布,低楼层,20,12500.0,元/月,近地铁_精装_随时看房
162,整租·世纪公园景观大三房，少有的暖气，拎包入住，居家装修,浦东,花木,148.0,南,3,2,2,链家,11天前发布,中楼层,24,15000.0,元/月,近地铁_精装_双卫生间_随时看房
163,整租·精装电梯两房，虹桥路地铁站交通便利配套成熟看房随时,长宁,新华路,65.0,南,2,1,1,链家,14天前发布,高楼层,20,8200.0,元/月,近地铁_精装_随时看房
164,近地铁可办居住证房型正采光好顶楼带阁楼,杨浦,鞍山,42.0,南,1,1,1,链家,17天前发布,高楼层,5,4300.0,元/月,近地铁_随时看房
165,整租·中远两湾城2室2厅8600元,普陀,中远两湾城,103.0,南,2,2,2,链家,18天前发布,中楼层,34,8600.0,元/月,近地铁_精装_双卫生间_随时看房
166,长风二村风荷园2室1厅6200元,普陀,长风,58.0,南北,2,1,1,链家,19天前发布,高楼层,6,6200.0,元/月,近地铁_随时看房
167,鞍山四村第三小区1室0厅3400元,杨浦,鞍山,26.0,西南,1,0,1,链家,22天前发布,中楼层,5,3400.0,元/月,近地铁_随时看房
168,新出精装修87平大两房楼层佳看房方便近地铁,浦东,塘桥,87.0,南,2,2,1,链家,24天前发布,低楼层,6,7300.0,元/月,近地铁_随时看房
169,整租·邻地铁精装三房两卫随时可看拎包入住,浦东,曹路,110.0,南,3,2,2,链家,3天前发布,高楼层,6,5500.0,元/月,近地铁_精装_双卫生间_新上
