27,静园-末代皇帝溥仪旧居,3A景区,0.0,[天津·天津·和平区],114,17.3,津城洋楼，醉美静园,地址：天津市和平区鞍山道70号
28,权金城休闲家园（农大店）,,0.0,[北京·北京·海淀区],83,39.9,散去疲劳，大快朵颐，尽在权金城金沙国际,地址：北京市海淀区农大南路118号
29,孤山寨,,0.0,[北京·北京·十渡风景区],20,39.0,避暑纳凉玩水去,地址：北京市房山区十渡风景名胜区七渡村南
30,水立方游泳馆,,0.0,[北京·北京·水立方],6,48.5,干净整洁的游泳环境，放心畅游,地址：北京市朝阳区天辰东路11号奥林匹克公园内
31,北宫国家森林公园,4A景区,0.7,[北京·北京·丰台区],2781,10.0,极具南方特色，胜似画中美景,地址：北京市丰台区长辛店镇大灰厂东路55号
32,远去的恐龙,,0.0,[北京·北京·朝阳区],76,150.0,一部不可思议的巨制演艺作品,地址：北京奥林匹克中心区水立方北面国家体育馆主场馆
33,北京自然博物馆,,0.7,[北京·北京·东城区],4,60.0,打开通往自然的大门，去探索大自然的奥秘,地址：北京市东城区（原崇文区）天桥南大街126号
34,十渡誓言玻璃栈道,,0.0,[北京·北京·腾龙仙苑旅游度假风景区],64,86.0,悬空刺激的体验,地址：北京市房山区十渡镇西庄村“民俗风情苑”旅游度假风景区
35,平谷桃花海,,0.0,[北京·北京·平谷区],818,24.0,京城四月，桃花纷飞,地址：北京市平谷区挂甲峪村
36,海贝儿大型儿童主题乐园,,0.0,[北京·北京·温都水城],50,79.0,全新的综合开发体力，脑力的现代娱乐设施,地址：北京昌平区北七家镇王府街55号温都水城水城广场2层
37,中影基地旅游城,,0.0,[北京·北京·怀柔区],72,60.0,"穿越时空,步入光与影的世界",地址：北京市怀柔区杨宋镇凤和一园8号
38,居庸关长城,4A景区,0.72,[北京·北京·昌平区],116,35.8,千年军事关口，地形险要，历史独特,地址：北京市昌平区南口镇居庸关长城
39,天坛公园,5A景区,0.8,[北京·北京·东城区],198,3.9,探寻古代皇帝祭天仪式的奥秘,地址：北京市东城区天坛内东里7号
40,雪玉洞,4A景区,0.72,[重庆·重庆·丰都县],50,99.0,洞内钟乳石景观千姿百态、景象万千,地址：重庆市丰都县丰都龙河峡谷的左岸
41,熊猫宝贝亲子庄园,,0.0,[重庆·重庆·巴南区],95,88.0,复合型新庄园,地址：重庆市巴南区圣灯山镇大沟村
42,边城洪安景区,3A景区,0.0,[重庆·重庆·秀山县],64,38.0,感受古镇的自然美与古镇人民淳朴的感情,地址：重庆市秀山县洪安镇
43,统景温泉,4A景区,0.7,[重庆·重庆·渝北区],72,88.0,让你醉倒在“温柔乡”里,地址：重庆巿渝北区统景镇景泉路66号
44,双桂堂,3A景区,0.7,[重庆·重庆·梁平县],51,0.1,中国及东南亚具有重要地位的佛教圣地,地址：重庆市梁平县城西南方的金带桂村
45,重庆长寿湖,,0.7,[重庆·重庆·长寿区],50,16.0,湖面辽阔，碧波万顷，水天一色，别具情趣,地址：重庆市长寿区长寿湖
46,蚩尤九黎城,4A景区,0.0,[重庆·重庆·彭水县],128,72.0,神秘的苗族始祖蚩尤文化,地址：重庆市彭水县乌江边
47,重庆白鹤梁水下博物馆,4A景区,0.0,[重庆·重庆·涪陵区],56,25.0,以水下参观的方式，领略白鹤梁的历史和风情,地址：重庆市涪陵区滨江大道二段185号
48,松江乡村休闲旅游区,4A景区,0.0,[天津·天津·津南区],0,0.0,松江乡村俱乐部是集旅游观光、休闲娱乐、住宿餐饮于一体的高档豪华的商务会所。拥有全国首家西班牙风格的国际马会、景观垂钓、珍,地址：天津市津南区八里台镇国家农业科技园区内
49,天津鼓楼天街茶馆相声帮,,0.0,[天津·天津·鼓楼茶馆],0,0.0,放松休闲之选,地址：天津市南开区盛津园29号楼006 天街茶馆（城厢中路台湾菜馆后身）
50,京津高尔夫俱乐部,,0.7,[天津·天津·津南区],0,0.0,18洞国际标准场地,地址：天津市津南区八里台镇津港公路北侧
51,水高庄园,4A景区,0.0,[天津·天津·西青区],32,45.0,远离喧嚣都市，享受宁静自然,地址：天津市西青区辛口镇水高庄村
52,天津蓟州车神架风景区,,0.0,[天津·天津·蓟县],39,65.0,尘封了18亿年大自然界的旷世绝境,地址：天津市蓟州区下营镇政府驻地北3公里处车神架风景区
53,天津玛雅海滩水公园,,0.0,[天津·天津·东丽区],2,59.0,中国北方沉浸式水上主题度假体验,地址：津市东丽区东丽湖旅游度假区东丽之光大道天津欢乐谷玛雅海滩水公园
54,西双塘兴龙温泉生态城,,0.0,[天津·天津·静海县],70,16.0,室内度假的新去处,地址：天津市静海县西双塘东五台寺向南300米(近西双塘行政中心)
55,洋货市场,,0.8,[天津·天津·滨海新区],92,48.0,首家建立的专门进行进口货交易的市场,地址：天津市滨海新区洋货步行街
56,希乐城少儿职业探索乐园,,0.0,[天津·天津·西青区],2,188.0,亚洲大型少儿职业探索乐园,地址：天津市西青区中北镇热带植物观光园
57,石家大院,4A景区,0.74,[天津·天津·西青区],6,0.1,现为民俗博物馆，是清代津门八大家之一,地址：天津市西青区杨柳青镇估衣街47号
58,大沽口炮台遗址,,0.74,[天津·天津·滨海新区],70,21.01,首都的海上门户，近代海防遗址之一,地址：天津市滨海新区东炮台路1号（天津大道与海滨大道交口）
59,塘沽外滩游船,,0.0,[天津·天津·滨海新区],108,90.0,乘一叶扁舟，体会外滩的静谧,地址：天津市滨海新区塘沽海昌商业街17号楼对面游船码头
60,云岫谷游猎,,0.7,[北京·北京·密云县],79,0.1,国内的异域情调，一寨两国瑞丽江,地址：北京市密云县新城子乡遥桥峪村
61,华夏名都温泉,,0.0,[北京·北京·朝阳区],57,219.0,中式华夏文化主题，温泉餐饮住宿高档享受,地址：北京市朝阳区北辰东路8号
62,冶仙塔,,0.7,[北京·北京·密云县],42,48.0,密云外八景之一,地址：北京市密云县檀营乡檀营村冶山
63,798艺术区,,0.72,[北京·北京·朝阳区],43,36.0,文化艺术资源独特，感受时尚艺术的熏陶,地址：北京市朝阳区东北部酒仙桥718大院内
64,空手到行李寄送,,0.0,[北京·北京·朝阳区],32,98.0,国内同城行李寄送服务“空手到”正式上线,地址：北京市朝阳区外交部南街8号京华豪园北座13C
65,昭陵,,0.7,[北京·北京·明十三陵],8,46.7,唐代具有代表性的一座帝王陵墓，被誉为“天下名陵”,地址：北京市昌平区十三陵景区
66,功夫剧《什刹海》,,0.0,[北京·北京·西城区],80,208.0,功夫熊猫,地址：北京市西城区地安门西大街57号
67,太平洋海底世界,3A景区,0.7,[北京·北京·海淀区],50,67.0,漫步海底，欣赏五彩缤纷的海底生物,地址：北京市海淀区西三环中路11号中央电视塔下
68,水关长城,4A景区,0.0,[北京·北京·延庆县],34,32.0,地势险要，长城如苍龙穿行于悬崖峭壁之上,地址：北京市延庆县八达岭镇石佛寺村
69,德云社新街口剧场,,0.0,[北京·北京·西城区],8,100.0,酣畅淋漓的视听盛宴,地址：北京市西城区新街口北大街74号
70,北京刘老根大舞台,,0.0,[北京·北京·东城区],40,580.0,《欢乐喜剧人》现场版,地址：北京市东城区前门东路小江胡同34至36号阳平会馆近前门大街
71,北京欢乐谷,4A景区,0.72,[北京·北京·朝阳区],1840,39.1,七大主题园区带你畅享北京欢乐谷,地址：北京市朝阳区东四环小武基北路
72,仙女山滑雪场,,0.0,[重庆·重庆·武隆仙女山国家森林公园],39,48.0,佳景荟萃，自然纯净，不染世尘的原始画廊,地址：重庆武隆县仙女山国家森林公园内
73,南山公园,,0.0,[重庆·重庆·南岸区],77,258.0,以森林为基础，花卉为特色的综合性公园,地址：重庆市南岸区插旗山桥附近
74,庆隆·易汤南山温泉,,0.0,[重庆·重庆·南岸区],59,198.0,远离尘嚣的温泉体验。,地址：重庆市南岸区玉马路1号
75,里隐景区,,0.0,[重庆·重庆·南川区],4,66.0,里隐洞探奇冒险、洞穴文化体验,地址：重庆市南川区南平镇永安村
76,万盛青山湖湿地公园,,0.0,[重庆·重庆·万盛区],34,136.0,梨园春色、青山晚照、秋月闻桂、晴雨烟村,地址：重庆市万盛区青山湖
77,乐和乐都主题公园,,0.0,[重庆·重庆·永川区],46,200.0,您和孩子开怀大笑的好去处,地址：重庆永川区卫星湖街道凤龙路999号
78,816地下核工程,,0.0,[重庆·重庆·涪陵区],12,58.0,主要用来为生产原子弹核爆材料服务,地址：重庆市涪陵区白涛镇816地下核工程景区
79,白公馆,,0.8,[重庆·重庆·沙坪坝区],10,2.0,缅怀英烈并为之扼腕叹息的革命遗迹,地址：重庆市沙坪坝区
80,巫山小三峡,5A景区,0.74,[重庆·重庆·巫山县],36,80.0,长江三峡旅游水道线上一颗璀璨明珠,地址：重庆市巫山县广东中路170号
81,天后宫,3A景区,0.0,[天津·天津·南开区],0,0.0,它的历史映射着天津的发展历史,地址：天津市南开区古文化街80号
82,毛家峪印象滑雪场,,0.0,[天津·天津·蓟县],0,0.0,畅快尽享冬日阳光与滑雪之乐,地址：天津市蓟县穿芳峪镇毛家峪长寿村村南西沟
83,小蚂蚁儿童农庄,,0.0,[天津·天津·津南区],0,0.0,一个个快乐的体验，让小朋友们玩儿的尽兴,地址：天津津南区小站镇中心道拐子沟路名洋湖庄园内
84,八仙山自然保护区,3A景区,0.72,[天津·天津·蓟县],14,39.9,丛林深谷、玉障清溪、林海波涛，物种丰富,地址：天津市蓟县下营镇小港村南
85,TBK卡丁车俱乐部,,0.0,[天津·天津·北辰区],50,59.0,集娱乐、休闲、科技于一体的综合型俱乐部,地址：天津市北辰区陈昌路与北辰道交口TBK卡丁车俱乐部
86,天津动物园滑雪场,,0.0,[天津·天津·天津水上公园],2,2.5,位于动物园中的大型滑雪场,地址：天津省天津市南开区水上公园西路68号
87,绿色世界生态园,,0.0,[天津·天津·宝坻区],63,88.0,绿色世界观光园,地址：天津市宝坻区里自沽农场一队
88,蹦客地带蹦床主题运动馆,,0.0,[天津·天津·南开区],92,156.5,挣脱地心引力，在空中自由翻腾,地址：天津市南开区城厢东路与南城街交口九策城市广场北门2楼
89,西双塘冰雪嘉年,3A景区,0.0,[天津·天津·静海县],68,48.0,不仅有古街，书画街，还有美食哦,地址：天津市静海县西双塘村
90,秀水蓝湾温泉酒店,,0.0,[天津·天津·西青区],53,22.9,综合性浴场酒店,地址：天津市西青区李七庄街秀川路8号A区
91,庆王府,,0.7,[天津·天津·和平区],12,21.0,折衷主义风格，景致幽雅宜人,地址：天津市和平区重庆道55号庆王府院内(近民园体育场)
92,天津欢乐谷,4A景区,0.0,[天津·天津·东丽区],1216,78.01,这刺激！带你过瘾带你high,地址：天津市东丽区东丽湖旅游度假区东丽之光大道
93,金龙建国温泉酒店温泉区,,0.0,[北京·北京·东城区],72,138.0,享受未经任何处理过的温泉原水,地址：东城区建国门南大街5号（建国门地铁站南）
94,大兴宾馆清泉洗浴中心,,0.0,[北京·北京·大兴区],16,18.0,工作累了吗？泡个桑拿放松放松吧,地址：北京市大兴区黄村兴丰大街三段118号大兴宾馆三层清泉洗浴
95,天门山,,0.7,[北京·北京·密云县],44,26.0,观日出、看云海，赏地质奇观,地址：北京市密云县石城镇柳棵峪
96,中国人民抗日战争纪念馆,4A景区,0.7,[北京·北京·丰台区],4,0.5,中国人民抗日战争纪念馆在北京市丰台区宛平城城内街101号。1987年7月6日“七七事变”爆发50周年前夕落成。由序厅、展,地址：北京市丰台区卢沟桥宛平城内街101号
97,熊猫馆,,0.0,[北京·北京·北京动物园],2,175.0,建筑结构独特，院内熊猫憨态可掬,地址：北京市西城区西直门外大街137号北京动物园内
98,仙栖洞,3A景区,0.7,[北京·北京·房山区],68,41.0,洞内恒温，支洞遍布，暗河无源,地址：北京市房山区张坊镇东关上村
99,八达岭国家森林公园,3A景区,0.7,[北京·北京·延庆县],144,15.0,欲识长城真面目，须到苍龙身侧峰,地址：北京市延庆县八达岭林场
100,富国海底世界,4A景区,0.7,[北京·北京·朝阳区],96,76.8,利用高新技术让你与鱼类亲密接触,地址：北京市朝阳区三里屯工体南路工人体育场南门
101,北京中华民族园,,0.72,[北京·北京·朝阳区],354,75.0,中华各民族文化集萃地,地址：北京市朝阳区民族园路1号(健翔桥东路口)
102,国子监,4A景区,0.74,[北京·北京·东城区],12,0.1,一所古代中央公办大学建筑,地址：北京市东城区安定门内国子监街13号
103,中国国家大剧院,,0.7,[北京·北京·西城区],58,15.0,鸟蛋！北京签到地,地址：北京市西城区西长安街2号
104,北海公园,4A景区,0.76,[北京·北京·西城区],240,9.9,让我们荡起双桨，小船儿推开波浪,地址：北京市西城区文津街1号（故宫北）
105,凤凰花果山,,0.0,[重庆·重庆·万州区],86,19.0,避暑休闲乡村,地址：重庆市万州区太安镇凤凰花果山景区
106,三峡文物园,,0.0,[重庆·重庆·云阳县],78,16.0,三峡库区文物保护示范工程,地址：重庆云阳县双江镇寨坝村。
107,黄桷门奇彩梦园,4A景区,0.0,[重庆·重庆·铜梁县],14,37.0,奇思妙想美山川，彩色人间艳阳天,地址：重庆铜梁南城街道办事处黄门村12社（富家桥）
108,永川野生动物园,4A景区,0.0,[重庆·重庆·永川区],49,208.0,回归自然，亲近自然,地址：重庆市永川区近郊卫星湖街道凤龙路999号
109,VR未来城,,0.0,[重庆·重庆·江北区],59,29.9,独具特色的混合虚拟现实VR游戏,地址：重庆市江北区金渝大道149号普泰广场3楼
110,海棠晓月圣地温泉,,0.0,[重庆·重庆·南岸区],28,118.0,为你提供舒适惬意的完美温泉体验,地址：重庆市南岸区南坪东路589号
111,金源方特科幻公园,4A景区,0.7,[重庆·重庆·江北区],4,120.0,高科技主题公园，青少年活动基地,地址：重庆市江北区北滨路368号金源时代购物广场内
112,磁器口转运楼,,0.0,[重庆·重庆·磁器口古镇],2,0.1,转运楼老茶馆戏曲是川剧的瑰宝和典型代表,地址：重庆市沙坪坝区磁器口正街110号
113,芭拉胡景区,4A景区,0.0,[重庆·重庆·黔江区],8,25.0,绿色生态、奇幻莫测的秘境形象和文化符号,地址：重庆市黔江区319国道附近
114,天津科学技术馆,3A景区,0.7,[天津·天津·河西区],0,0.0,造型风格独特，寓意深刻,地址：天津市河西区隆昌路94号
115,爱江山玉桑拿休闲中心,,0.0,[天津·天津·河西区],0,0.0,享受生活，从爱江山开始,地址：天津市河西区潭江道天潇园21号
116,启橙娱乐,,0.0,[天津·天津·河西区],0,0.0,射击类体感游戏,地址：天津市河西区大沽南路531号怡乐天地一层
117,港顺8号温泉,,0.0,[天津·天津·津南区],72,93.0,风格别致，设计新颖，彰显品质温泉魅力,地址：天津市津南区鄱阳南路
118,非遗津粹相声专场演出,,0.0,[天津·天津·和平区],71,40.0,去听津味相声,地址：天津市和平区解放北路48号津湾广场内3号楼底商津湾大剧院小剧场
119,光合谷旅游度假区,4A景区,0.0,[天津·天津·静海县],84,95.0,独具特色的北方生态文化旅游胜地,地址：天津市静海县团泊镇新城东区光合谷旅游度假区
120,平津战役纪念馆,,0.72,[天津·天津·红桥区],4,0.1,生动逼真地再现当年平津战役的宏大场面,地址：天津市红桥区平津道8号
121,津门故里,,0.0,[天津·天津·南开区],82,0.1,在古代是祭祀海神和船工聚会娱乐之场所,地址：天津市南开区
122,天津晶宝农庄,,0.0,[天津·天津·宝坻区],68,88.0,提供游览、餐饮、垂钓、采摘等多种活动,地址：天津市宝坻区里自沽农场
123,鼓楼,,0.78,[天津·天津·和平区],44,58.0,展示了70多处典型建筑和名人名居,地址：天津市南开区城厢中路
124,海河游船,,0.0,[天津·天津·古文化街码头],26,100.0,为海内外游客带来高品质海河旅游体验,地址：天津市南开区古文化街码头
125,五大道之马场道,,0.0,[天津·天津·五大道],20,115.0,五大道地区宽阔古老的马路,地址：天津市河西区津港路4号
126,北京欢乐谷金面王朝,,0.0,[北京·北京·北京欢乐谷],4,180.0,用舞台和灯光演绎一个旷世的浪漫爱情故事,地址：北京市朝阳区东四环小武基北路华侨城大剧院
127,鸟巢3D美术馆,,0.0,[北京·北京·朝阳区],2,57.0,超刺激的3D艺术体验,地址：北京市朝阳区国家体育场南路一号CAIA北京会展中心
128,玉渡山,,0.7,[北京·北京·延庆县],418,55.0,延庆县城西北山中的玉渡山自然风景区,地址：北京市延庆县张山营镇玉皇庙村东
129,西山国家森林公园,,0.72,[北京·北京·海淀区],156,9.0,真正有山有水的森林公园,地址：北京市海淀区香山南路和闵庄路交汇处向西300米
130,房山世界地质公园,,0.7,[北京·北京·房山区],79,23.0,绵延百里、蜿蜒曲折、绝壁千仞,地址：北京市房山区
131,宋庆龄故居,3A景区,0.7,[北京·北京·西城区],46,18.0,"寻访伟人足迹,传承榜样精神",地址：北京市西城区后海北沿西端46号
132,北京天文馆,3A景区,0.72,[北京·北京·海淀区],2,136.0,陪你去看流星雨,地址：北京市海淀区西直门外大街138号
133,烟袋斜街,,0.72,[北京·北京·西城区],64,168.0,北京同行业中的头号大烟袋了。 　,地址：北京市西城区烟袋斜街
134,红螺寺,4A景区,0.7,[北京·北京·怀柔区],1096,54.0, “寺古园林大，树古花气浓”,地址：北京市怀柔区怀柔镇卢庄村北红螺东路2号
135,梦幻长城球幕影院,,0.0,[北京·北京·延庆县],8,95.0,融“球幕+3D+动感”于一体的娱乐影院,地址：北京市延庆县八达岭长城旅游风景区内长城博物馆旁边
136,古北水镇,,0.0,[北京·北京·密云县],722,150.0,走进那个画中的小镇,地址：北京市密云县古北口镇司马台村古北水镇
137,明十三陵,5A景区,0.72,[北京·北京·昌平区],138,46.7,气势磅礴的陵寝建筑群,地址：北京市昌平区十三陵特区
138,美心红酒小镇,,0.0,[重庆·重庆·涪陵区],43,58.0,闻名君子镇，浪漫梨香溪,地址：重庆市涪陵区蔺市镇美心红酒小镇
139,原蔬味采摘园,,0.0,[重庆·重庆·璧山县],37,22.0,蔬果绿色无污染，可全年采摘,地址：重庆市壁山县八塘镇敢英村六社
140,山城步道,,0.0,[重庆·重庆·渝中区],46,43.0,饱收上下近远美景，赏心悦目，心旷神怡,地址：重庆市渝中区中兴路234号旁
141,金刀峡,4A景区,0.72,[重庆·重庆·北碚区],26,80.0,一处保持着原始古老神奇的峡谷自然风景区,地址：重庆市北碚区金刀峡镇小塘村1号
142,飞龙峡漂流,,0.0,[重庆·重庆·渝北区],82,28.0,“仁者爱山，智者爱水”,地址：重庆市渝北区统景镇骆塘村小河沟
143,灵巫洞,,0.7,[重庆·重庆·巫溪县],35,40.0,风光奇特，文化内涵深厚冠绝西南,地址：重庆市巫溪县人民街88号
144,重庆梵高星空艺术馆,,0.0,[重庆·重庆·重庆市游乐园],34,49.0,幻视界是一种新颖的互动性创意馆,地址：重庆市南岸区长江大桥南桥头重庆游乐园3D魔幻艺术馆内
145,张飞庙,4A景区,0.72,[重庆·重庆·云阳县],37,258.0,游张飞庙,地址：重庆市云阳县盘龙街道龙安社区
146,龚滩古镇,4A景区,0.72,[重庆·重庆·酉阳县],4,0.1,寻觅“世外桃源“，绝壁上的音符,地址：重庆酉阳县龚滩古镇207号
147,天津图书馆,,0.7,[天津·天津·南开区],0,0.0,我国大型综合性公共图书馆之一,地址：天津市南开区复康路15号
148,瞳艺3D艺术画展（天津馆）,,0.0,[天津·天津·南开区],0,0.0,3D魔幻错觉艺术馆,地址：天津市和平区和平路290号劝业场8楼
149,天津欢乐水魔方水上乐园,,0.0,[天津·天津·滨海新区],0,0.0,为游客带来前所未见的超凡感官体验,地址：天津市滨海新区芳菲路99号（永定新河桥右下）
150,泉水湾温泉中心,,0.0,[天津·天津·北辰区],75,49.0,休闲好去处,地址：天津市北辰区西堤头镇东赵庄泉水湾旅游度假区
151,天津金泰丽舍温泉酒店,,0.0,[天津·天津·武清区],56,88.0,拥有瑞士文化殿堂级温泉项目,地址：天津市武清区黄庄街泉水道231—增1号
152,广川温泉酒店,,0.0,[天津·天津·津南区],4,55.0,营业面积600平米，设有温泉汤池13个,地址：天津市津南区新城区中心位置南环路99号，天津大道旁（海河科技园出口处）
153,杨柳青古镇,,0.7,[天津·天津],57,0.1,集古文化、旅游、商贸、影视为一体的金街,地址：天津市西青区杨柳青古镇景区
154,彩悦城游乐套餐,,0.0,[天津·天津·河西区],73,25.0,让宝贝尽情玩乐，与宝贝一起创造美好回忆,地址：天津市河西区彩悦城2层、3层
155,盛世澜湾温泉,,0.0,[天津·天津·静海县],58,63.0,高档享受，平民价位，悠闲生活，健康消费,地址：天津市静海县静海区旭华道与东方红路交口南800米
156,萤火虫奇趣体验馆,,0.0,[天津·天津],6,48.0,一场真正贯彻快乐的视觉盛宴邀您品鉴,地址：天津商业街滨江道208号友谊新天地广场B座2楼
157,海河公园,,0.0,[天津·天津·和平区],4,100.0,海河公园、游玩、休憩的地方之一。在三岔口紧靠狮子林桥的水面上，有两组铜质塑像，这是海河公园的起点。其中，一组塑像是两条雄,地址：天津市和平区台儿庄路
158,张学良故居,,0.72,[天津·天津·和平区],76,39.2,体味张学良将军生活的原貌,地址：天津市和平区赤峰道78号
159,万寿寺,,0.7,[北京·北京·海淀区],52,120.0,来探访北京艺术博物馆藏身的古刹,地址：北京市海淀区万寿寺路121号
160,朝阳公园勇敢者游乐园,,0.0,[北京·北京·朝阳公园],24,85.0,在欢乐的游戏项目中，回味童年美好回忆,地址：北京市朝阳区农展馆南路1号
161,中国航空博物馆,4A景区,0.7,[北京·北京·昌平区],6,1.1,亚洲以飞机文物为主的航空珍品荟萃地,地址：北京市昌平区小汤山镇西侧
162,运河苑温泉水世界,,0.0,[北京·北京·通州区],30,159.0,泡温泉？不用走远,地址：北京市通州区宋庄镇白庙村
163,朝阳公园,4A景区,0.72,[北京·北京·朝阳区],10,85.0,在闹市中寻求一份安宁,地址：北京市朝阳区农展南路1号
164,北京明城墙遗址公园,4A景区,0.0,[北京·北京·东城区],4,10.0,大型城垣转角角楼，绵延古朴,地址：北京市东城区（原崇文区）崇文门东大街9号
165,纪晓岚故居,,0.7,[北京·北京·西城区],99,25.0,去名人故居感受时代变迁,地址：北京市西城区（原宣武区）珠市口西大街241号
166,老北京胡同游,,0.0,[北京·北京·西城区],43,2.0,让骆驼祥子们带你游北京,地址：北京市西城区前海西街千竿胡同内什刹海古韵风情胡同游
167,世界花卉大观园,4A景区,0.7,[北京·北京·丰台区],1308,33.0,揽天下奇花异草，聚世界经典园林,地址：北京市丰台区南四环中路235号
168,中央电视塔,4A景区,0.72,[北京·北京·海淀区],158,80.0,登高望远，俯瞰北京城,地址：北京市海淀区西三环中路11号
169,毛主席纪念堂,,0.76,[北京·北京·东城区],6,79.0,一代伟人的传世一生,地址：北京市东城区天安门广场人民英雄纪念碑南面
170,故宫讲解,,0.0,[北京·北京·故宫],106,65.0,无与伦比的古代建筑杰作,地址：北京市东城区景山前街4号故宫博物院内
171,偏岩古镇,,0.72,[重庆·重庆·北碚区],72,30.0,小桥、流水、人家”般的诗情画意,地址：重庆北碚区东北部
172,重庆城市精英真人CS大学城店,,0.0,[重庆·重庆·沙坪坝区],32,48.0,感受同生共死的激情，一起战斗吧,地址：沙坪坝区沙坪坝大学城（近大学城）
173,荷塘悦色,,0.0,[重庆·重庆·沙坪坝区],30,29.9,一体化旅游避暑胜地,地址：重庆市沙坪坝中梁镇永宁寺
174,东温泉镇,4A景区,0.7,[重庆·重庆·巴南区],67,0.1,山清水秀，环境静谧，是休闲度假的好去处,地址：重庆市巴南区东温泉镇佛灵街3号
175,重庆3D魔幻艺术馆,,0.0,[重庆·重庆·南岸区],10,49.0,3D艺术带你进入神秘新奇的世界,地址：重庆南岸区长江大桥南桥头重庆市游乐园
176,贝迪颐园温泉旅游度假区,4A景区,0.0,[重庆·重庆·九龙坡区],268,108.0,温泉、网球、观光温室，喧嚣与宁静随意切换,地址：重庆市九龙坡区白市驿农科大道288号
177,龙缸云端廊桥,,0.0,[重庆·重庆·云阳县],34,4.9,720度全景式俯瞰龙缸美景,地址：重庆市云阳县龙缸景区清水乡龙缸景区
