id,name,level,hot,area,num,price,info,address
30,公元2050/2500未来生活体验馆,,0.0,[上海·上海·普陀区],4,99.0,让我们看到创造假想空间的人类智慧的力量,地址：上海市普陀区真北路1108号新伟商务大厦红星美凯龙5-6楼(近怒江北路)
31,南翔老街,4A景区,0.0,[上海·上海·南翔古镇],76,18.0,古镇南翔历史、商贸、文化的缩影,地址：上海市嘉定区南翔镇解放街206号
32,上海周浦花海,,0.0,[上海·上海·浦东新区],140,48.0,一年四季鲜花不断，汇成令人迷醉的花海,地址：上海市浦东新区周浦镇周邓公路申江路界浜村406号
33,上海万达汽车乐园,,0.0,[上海·上海·青浦区],40,98.0,演绎不一样的科技大冒险,地址：上海市青浦区淀山湖大道851号万达茂内
34,上海玛雅海滩水公园,,0.0,[上海·上海·佘山国家旅游度假区],1172,140.0,适合全家游玩的露天水上乐园,地址：上海市松江区佘山镇林湖路888号佘山国家旅游度假区
35,上海都市旅游观光巴士,,0.0,[上海·上海·静安区],82,25.0,在双层敞篷观光车上饱览上海城市风光,地址：上海市黄浦区静安人民广场南京路
36,东方明珠空中旋转餐厅,,0.0,[上海·上海·东方明珠],370,288.0,全方位360度尽收上海林立高楼之美景,地址：上海市浦东新区浦东世纪大道1号东方明珠广播电视塔内
37,东方明珠,5A景区,0.76,[上海·上海·浦东新区],4872,70.0,感受云端漫步，品味老上海风情,地址：上海市浦东新区世纪大道1号
38,二宫公园,,0.0,[天津·天津·河东区],0,0.0,"天津市河东区二宫公园位于河东区中环中山门桥旁，前身是“天津市第二工人文化宫”，修葺改造后更名为“二宫公园”
改造后的二宫",地址：天津市河东区光华路2号
39,港顺8号温泉,,0.0,[天津·天津·津南区],43,69.0,风格别致，设计新颖，彰显品质温泉魅力,地址：天津市津南区鄱阳南路
40,意大利新民谣乐队Corde Oblique中国巡演,,0.0,[天津·天津·河北区],82,149.0,零距离体验音乐的魅力,地址：天津市河北区万柳村大街56号（派现场）
41,蓟州溶洞,3A景区,0.0,[天津·天津·蓟县],64,180.0,洞内景观晶莹剔透，千姿百态，绚丽多姿,地址：天津市蓟县罗庄子镇洪水庄村北灵气山下
42,海河文化广场,,0.7,[天津·天津·河北区],42,68.0,海河为天津市风景轴线，流经全市，全长74公里，从市中心蜿蜒流过，是引人注目的风景游览线。河段上桥梁风格各异，河面游船往返,地址：天津市河北区民生路
43,东方之珠洗浴（大港店）,,0.0,[天津·天津·大港区],86,98.0,五星级纯绿色服务,地址：天津市大港区喜荣街116号
44,盘山塔林,,0.7,[天津·天津·天津盘山风景名胜区],91,148.0,九十九座历代高僧的墓塔,地址：天津市蓟县盘山风景区内
45,幻城仙境,,0.0,[天津·天津·天津龙达温泉生态城],61,50.0,丰富主题，多重穿越体验,地址：天津市滨海新区塘沽新城镇天津大道龙达温泉生态城内
46,天津圣和汤泉,,0.0,[天津·天津·河西区],16,78.0,综合性大型温泉休闲中心,地址：天津市河西区大沽南路987号
47,鼓楼,,0.78,[天津·天津·和平区],75,48.0,展示了70多处典型建筑和名人名居,地址：天津市南开区城厢中路
48,乐和乐都主题公园,,0.0,[重庆·重庆·永川区],170,200.0,您和孩子开怀大笑的好去处,地址：重庆永川区卫星湖街道凤龙路999号
49,歌乐山,4A景区,0.74,[重庆·重庆·沙坪坝区],40,58.0,山高云低，云烟弥漫，松柏苍翠，林壑幽美,地址：重庆市沙坪坝区歌乐山镇桂花湾
50,蚩尤九黎城,4A景区,0.0,[重庆·重庆·彭水县],22,72.0,神秘的苗族始祖蚩尤文化,地址：重庆市彭水县乌江边
51,缙云山,4A景区,0.74,[重庆·重庆·北碚区],22,18.0,好吃好玩好景，你还有不来的理由,地址：重庆市北碚区北温泉镇缙云山麓
52,四面山,5A景区,0.72,[重庆·重庆·江津区],208,80.0,生机盎然，峡谷深山，森林莽莽,地址：重庆市江津区四面山风景区
53,乐和乐都欢乐世界,,0.0,[重庆·重庆·乐和乐都主题公园],60,200.0,享受全新的惊、险、奇、乐的游乐体验,地址：重庆永川区城郊乐和乐都主题公园内
54,张飞庙,4A景区,0.72,[重庆·重庆·云阳县],56,238.0,游张飞庙,地址：重庆市云阳县盘龙街道龙安社区
55,重庆梵高星空艺术馆（观音桥中心店）,,0.0,[重庆·重庆·江北区],16,45.0,"您休闲娱乐的好去处
尽情感受游玩的无限魅力",地址：重庆市江北区观音桥步行街10号CIC天和里购物中心1楼
56,芭拉胡景区,4A景区,0.0,[重庆·重庆·黔江区],66,39.3,绿色生态、奇幻莫测的秘境形象和文化符号,地址：重庆市黔江区319国道附近
57,重庆动物园,4A景区,0.7,[重庆·重庆·九龙坡区],26,0.4,走进动物世界，感受大自然其乐无穷,地址：重庆市九龙坡杨家坪西郊路35号动物园轻轨车站转盘处
58,昌州古城,,0.0,[重庆·重庆·大足县],65,220.0,展现宋朝风貌的著名古镇,地址：重庆市大足区棠香街道红星社区（东关大转盘往石马方向走一公里左右）
59,两江国际影视城（民国街）,,0.0,[重庆·重庆·渝北区],366,39.0,以“民国历史”、“巴蜀特色”为主题的街区,地址：重庆市渝北区民生路
60,酉阳桃花源,5A景区,0.72,[重庆·重庆·酉阳县],90,68.8,桃花源--陶渊明笔下[桃花源记]原型地,地址：重庆市酉阳县土家族苗族自治县桃花源路232号
61,飞龙峡漂流,,0.0,[重庆·重庆·渝北区],4,68.0,“仁者爱山，智者爱水”,地址：重庆市渝北区统景镇骆塘村小河沟
62,重庆梵高星空艺术馆（南桥头门店）,,0.0,[重庆·重庆·重庆市游乐园],18,52.0,幻视界是一种新颖的互动性创意馆,地址：重庆市南岸区长江大桥南桥头重庆游乐园3D魔幻艺术馆内
63,芙蓉洞,5A景区,0.76,[重庆·重庆·武隆天坑地缝国家地质公园],64,146.0,《中国国家地理》评出的中国第二美溶洞,地址：重庆市武隆县江口镇芙蓉路88号
64,天坑寨子民俗风情区,,0.0,[重庆·重庆·武隆县],24,95.0,世界自然遗产核心地，非物质文化遗产保护地,地址：重庆武隆县仙女山镇明星村
65,重庆欢乐海底世界,,0.0,[重庆·重庆·渝中区],836,110.0,开启绚丽浪漫的海洋之旅,地址：重庆市核心区渝中区化龙桥企业天地2号楼LG层
66,重庆梵高星空艺术馆（解放碑旗舰店）,,0.0,[重庆·重庆·渝中区],56,52.0,多种蜡像主题展区,地址：重庆市渝中区邹容路68号大都会东方广场4楼
67,两江夜游·朝天系列游船,,0.0,[重庆·重庆·重庆两江夜游],64,118.0,沿江四岸的万家灯火同繁星交相辉映,地址：重庆市渝中区朝天门码头
68,失恋博物馆（西南地区旗舰店）,,0.0,[重庆·重庆·渝中区],142,39.0,"我们希望这是一个治愈的博物馆，这里替你保存感情遗产和曾经的记忆我们都有过去,我们一样怀念着过去的那个人。

只是，人要活",地址：重庆市渝中区解放碑邹容路68号大都会东方广场LG层最后一封情书失恋博物展
69,渣滓洞,,0.78,[重庆·重庆·沙坪坝区],60,1.1,原是重庆郊外的一个小煤窑,地址：重庆市沙坪坝区渣滓洞凌云路歌乐山烈士陵园附近
70,朝天门广场,,0.82,[重庆·重庆·渝中区],70,118.0,俯看两江汇流，纵览沿江风光,地址：重庆市渝中区长江滨江路两江交汇处
71,重庆两江夜游,,0.0,[重庆·重庆·渝中区],2138,118.0,不览夜景，未到重庆,地址：重庆市渝中区朝天门4.5.6码头
72,武隆天坑地缝国家地质公园,5A景区,0.0,[重庆·重庆·武隆县],3198,48.0,反映地球演化历史的杰出范例,地址：重庆市武隆县银杏大道武隆喀斯特旅游区
73,洪崖洞,4A景区,0.8400000000000001,[重庆·重庆·渝中区],2270,118.0,老重庆的真实写照，极具巴渝传统特色,地址：重庆市渝中区嘉滨路88号
74,龙水峡地缝,3A景区,0.7,[重庆·重庆·武隆天坑地缝国家地质公园],2223,111.0,天坑地缝不分家,地址：重庆市武隆县仙女山南麓
75,城市猎人射箭馆,,0.0,[上海·上海·徐汇区],4,80.0,设施齐全的射箭场馆，免费桌游,地址：上海市徐汇区漕溪北路41号汇嘉大厦21楼
76,崇明明珠湖公园,,0.0,[上海·上海·崇明岛],58,38.0,人在画中游、情寄绿水间,地址：上海市崇明县三华公路333号
77,江南三民文化村,3A景区,0.0,[上海·上海·崇明县],6,48.0,来见识爷爷用过，父亲知道，儿孙不懂的东西,地址：上海市崇明县林风公路2201号
78,涟泉大江户（上海莘庄店）,,0.0,[上海·上海·闵行区],4,98.0,由日本温泉匠人倾情打造原汁原味的风吕巡礼,地址：上海市闵行区莘福路288号（彩生活时代广场凯德龙之梦购物中心）
79,喜玛拉雅美术馆,,0.0,[上海·上海·浦东新区],6,60.0,“静物”艺术由此而生,地址：上海市浦东新区樱花路869号上海喜玛拉雅美术馆3F
80,周公馆,,0.7,[上海·上海·卢湾区],75,58.0,周总理曾在此举行记者会，会见爱国民主人士,地址：上海市卢湾区思南路73号
81,零度滑雪室内训练中心,,0.0,[上海·上海·松江区],38,99.0,上海唯一室内滑雪馆,地址：上海市松江区莘松路1398号（近场西路）
82,城市飞行会,,0.0,[上海·上海·闵行区],75,198.0,仿真场景真实还原，感受刺激的精彩瞬间！,地址：上海市闵行区沪闵路7900号上海航宇科普中心
83,汤易得温泉馆,,0.0,[上海·上海·青浦区],97,19.9,一站式娱乐休闲场所,地址：上海市青浦区白鹤镇鹤祥路192号
84,滨江温泉,,0.0,[上海·上海·浦东新区],84,25.0,一站式休闲娱乐洗浴会所,地址：上海市浦东新区沈梅东路239号301室3层
85,海湾3D错觉艺术馆,,0.0,[上海·上海·奉贤区],73,38.0,一次零距离接触3D艺术的机会,地址：上海市奉贤区海湾旅游区海鸥路158号2楼
86,喜魔谷主题游戏馆,,0.0,[上海·上海·浦东新区],49,29.0,朋友聚会、生日趴，周末休闲的好去处,地址：上海市周浦镇关岳西路117弄2号
87,小猪佩奇的玩趣世界,,0.0,[上海·上海],4,158.0,室内家庭主题乐园，亲子时光的优质选择,地址：上海市张扬路2389弄2号LCM置汇旭辉广场3F-32
88,ERA时空之旅,,0.0,[上海·上海·闸北区],60,209.0,给你穿越时空之旅,地址：上海市闸北区共和新路2266号上海马戏城大剧场
89,南翔历史文化陈列馆,,0.0,[上海·上海·南翔古镇],43,42.0,江南水乡迷人风景，透析南翔悠久历史,地址：上海市嘉定区南翔镇解放街260号
90,大鸭软陶屋,,0.0,[上海·上海·静安区],98,45.0,感受创意软陶，激发思维活力,地址：上海市静安区愚园路300号申乐大厦32楼1室 ②上海市黄浦区云南北路59号六合大厦14楼9室
91,立秀宝儿童社会体验英语小镇,,0.0,[上海·上海·杨浦区],16,50.0,实景体验模式，快乐成长，体验未来,地址：上海市杨浦区新江湾城殷行路1286号悠方购物公园1-2层
92,多乐岛蹦床公园,,0.0,[上海·上海·宝山区],28,30.0,多乐岛蹦床公园是中国首家蹦床主题公园,地址：上海宝山区殷高路65号4楼
93,上海大观园,4A景区,0.7,[上海·上海·青浦区],74,48.01,红楼遗梦，亭台楼阁，尽显恢弘宏伟,地址：上海市青浦区金商公路701号上海大观园
94,御翔飞行体验中心,,0.0,[上海·上海·闵行区],91,298.0,圆你冲上云霄的梦想,地址：上海市闵行区沪闵路7900号A楼3层
95,上海热带风暴水上乐园,,0.0,[上海·上海·闵行区],92,160.0,热带风暴水上乐园，位于上海市新镇路顾戴路口，占地130亩。园中营造了湖泊、河流、沙滩，拥有30多种惊险、刺激的水上游乐项,地址：上海七宝新镇路78号(近顾戴路口)
96,上海人民公园,,0.7,[上海·上海·黄浦区],69,196.0,上海人民公园闹中取静，别有一番风光,地址：中国上海黄浦区南京西路南、西藏中路
97,上海黄浦江游览（世博大道）,,0.0,[上海·上海·黄浦区],71,98.0,明星游船带你饱览浦江美景，享受奢华生活,地址：上海市黄浦区世博大道1200号奔驰文化中心B入口
98,上海成龙电影艺术馆,,0.0,[上海·上海·普陀区],10,118.0,成龙迷们不能错过的好去处,地址：上海市普陀区云岭东路88号
99,世茂Hello Kitty上海滩时光之旅,,0.0,[上海·上海],44,90.0,以“时光旅行团”的概念来贯穿整个主题,地址：上海市南京东路829号世茂国际广场L6-L8层“世茂Hello Kitty上海滩时光之旅”
100,上海乐高探索中心,,0.0,[上海·上海·普陀区],90,199.0,难忘刺激的乐高工厂之旅,地址：上海市普陀区大渡河路上海长风公园对面景畔广场4楼
101,上海城市规划展示馆,4A景区,0.7,[上海·上海·黄浦区],44,23.6,感受上海的“昨天、今天与明天”,地址：上海市黄浦区人民大道100号
102,上海名人蜡像馆,,0.0,[上海·上海·嘉定区],6,80.0,近距离接触蜡像的制作和亲自动手制作蜡像,地址：上海市嘉定区博园路5205号
103,佘山国家旅游度假区,4A景区,0.7,[上海·上海·松江区],68,29.9,自然景观独特，风光秀丽，让人流连忘返,地址：上海市松江区林荫新路1999号
104,田子坊,3A景区,0.76,[上海·上海·卢湾区],8,196.0,众多沪上知名的创意工作室，可谓应有尽有,地址：上海市卢湾区泰康路274号
105,豪华浦江游船（东方明珠码头）,,0.0,[上海·上海·浦东新区],100,80.0,在此处可将浦江两岸每一道风景线尽收眼底,地址：上海市浦东新区滨江大道2852号靠近丰和路口东方明珠游船码头
106,东方绿舟,4A景区,0.7,[上海·上海·青浦区],204,43.1,全国首屈一指的青少年校外教育营地,地址：上海市青浦区沪青平公路6888号
107,3D魔幻趣味馆,,0.0,[上海·上海·浦东新区],44,54.0,你就是画中主角,地址：上海市浦东新区滨江大道2789号外滩观光隧道B2楼
108,环球金融中心观光厅,4A景区,0.72,[上海·上海·浦东新区],490,115.0,来上海登三高，眺望魔都霓虹闪烁,地址：上海市浦东新区世纪大道100号
109,黄浦江游船,,0.0,[上海·上海·东方明珠],1308,70.0,江中观景，享受休闲旅游,地址：上海市浦东新区滨江大道2852号靠近丰和路口东方明珠游船码头
110,上海星空错觉艺术馆,,0.0,[上海·上海·黄浦区],476,53.0,你就是故事的主角,地址：上海市黄浦区中山东二路531号(外滩十六铺观光码头商城B2层)
111,上海迪士尼一日游,,0.0,[上海·上海·浦东新区],784,30.0,供游客尽享多日休闲娱乐时光,地址：上海市浦东新区川沙新镇上海迪士尼度假区
112,上海杜莎夫人蜡像馆,4A景区,0.74,[上海·上海·黄浦区],3616,7.0,走自己的红毯，与世界明星相遇,地址：上海市黄浦区南京西路2-68号新世界商厦10楼
113,豫园,4A景区,0.8400000000000001,[上海·上海·黄浦区],912,30.0,“奇秀甲于东南”、“东南名园冠”。,地址：上海豫园旅游商业区内（湖心亭九曲桥北侧，豫园正门入园）
114,三源保龄球俱乐部,,0.0,[天津·天津·河东区],0,0.0,布局合理、设备齐全,地址：天津市河东区六纬路苏宁电器对面
115,瞳艺3D艺术画展（天津馆）,,0.0,[天津·天津·南开区],0,0.0,3D魔幻错觉艺术馆,地址：天津市和平区和平路290号劝业场8楼
116,孔府家酒楼九河相声大会,,0.0,[天津·天津·和平区],0,0.0,感受小剧场相声的无穷魅力,地址：天津和平区南市食品街3区65号
117,外滩公园大沽化游船,,0.0,[天津·天津·滨海新区],0,0.0,集休闲、娱乐、美食于一体的城市景观经济区,地址：天津市滨海新区海河外滩公园（最西面，第一大帆下面，极地海洋馆对岸）
118,八仙山自然保护区,3A景区,0.72,[天津·天津·蓟县],16,36.0,丛林深谷、玉障清溪、林海波涛，物种丰富,地址：天津市蓟县下营镇小港村南
119,二南开羽毛球馆,,0.0,[天津·天津·南开区],10,30.0,羽毛球场馆,地址：天津市和平区荣安大街167号（近二南开中学）
120,小蚂蚁儿童农庄,,0.0,[天津·天津·津南区],0,0.0,一个个快乐的体验，让小朋友们玩儿的尽兴,地址：天津津南区小站镇中心道拐子沟路名洋湖庄园内
121,盘山高尔夫俱乐部,,0.0,[天津·天津·蓟县],0,0.0,天津市目前仅有的一家依山傍水的公园式球场,地址：天津蓟县燕山西大街706号
122,九龙山国家森林公园,3A景区,0.72,[天津·天津·蓟县],10,35.0,独具特色的新型的森林旅游区,地址：天津市蓟县城东穿芳峪境内
123,光合谷旅游度假区,4A景区,0.0,[天津·天津·静海县],83,0.3,独具特色的北方生态文化旅游胜地,地址：天津市静海县团泊镇新城东区光合谷旅游度假区
124,团泊湖温泉,,0.0,[天津·天津·团泊风景区],2,78.0,大型室外温泉游泳池及六大主题温泉,地址：天津市静海县团泊新城团泊湖庭院
125,帝景温泉,,0.0,[天津·天津·宝坻区],4,78.0,丰富的矿物质含量，国内罕见的保健泉,地址：天津市宝坻区京津新城
126,盛世澜湾温泉,,0.0,[天津·天津·静海县],4,59.0,高档享受，平民价位，悠闲生活，健康消费,地址：天津市静海县静海区旭华道与东方红路交口南800米
127,杨柳青庄园,4A景区,0.0,[天津·天津·西青区],6,10.0,集住宿、会议、餐饮、娱乐休闲于一体,地址：天津市西青区津同公路20号
128,天津海昌极地冰雪节滑雪场,,0.0,[天津·天津·滨海新区],50,180.0,极地冰雪乐园，还有各种极地萌物哦,地址：天津滨海新区响螺湾商务区61号（近海门大桥）
129,团泊风景区,4A景区,0.7,[天津·天津·静海县],79,78.0,集旅游度假、康乐健身、农业观光于一体,地址：天津市静海县团泊镇团泊村
130,天津蓟州滑翔伞基地,,0.0,[天津·天津],70,180.0,天津领航滑翔伞俱乐部成立于17年7月，是天津首家滑翔伞俱乐部，基地的飞行高度715米左右，海拔高度500米 ，地处一个天,地址：天津市蓟州区下营镇
131,RASS 13区 VR虚拟现实游戏沉浸式体验店,,0.0,[天津·天津·南开区],61,80.0,沉浸在虚拟现实的世界,地址：天津市南开区城厢东路与南城街交口九策城市广场E区2楼
132,天津动物园滑雪场,,0.0,[天津·天津·天津水上公园],52,2.5,位于动物园中的大型滑雪场,地址：天津省天津市南开区水上公园西路68号
133,三鼎园休闲浴都,,0.0,[天津·天津·滨海新区],12,85.0,秉承以客为尊的温情服务理念,地址：天津市滨海新区津岐公路273号
134,东方之珠洗浴（和平区店）,,0.0,[天津·天津·和平区],42,48.0,洗浴休闲广场,地址：天津市和平区贵州路2号
135,乐汤汇温泉生活馆,,0.0,[天津·天津·河东区],22,79.0,打造休闲、时尚、健康、快乐的“水文化”,地址：天津市河东区十三经路与津塘路交汇处（原津华圣派）
136,卡尔的萌宠庄园,,0.0,[天津·天津·龙顺度假庄园生态观光园],46,49.0,与萌宠近距离接触，感受萌宠萌到化的美好,地址：天津市北辰区双街镇万源龙顺度假庄园内行500米（龙顺庄园影壁墙旁）
137,天津河滨公园,,0.7,[天津·天津·滨海新区],2,880.0,树木成荫，亭廊阁榭，兽馆禽舍，掩映其间,地址：天津市滨海新区中心路180号
138,天津京津新城凯悦酒店温泉,,0.0,[天津·天津·宝坻区],33,104.0,欧洲古典城堡的非凡气势和神秘色彩,地址：天津宝坻区周良庄珠江大道8号
139,绿色世界生态园,,0.0,[天津·天津·宝坻区],50,90.0,绿色世界观光园,地址：天津市宝坻区里自沽农场一队
140,花YOUNG滑冰场,,0.0,[天津·天津·东丽区],69,80.0,广袤冰面，任你360方位滑翔,地址：天津市东丽区空港经济区环河北路168号SM天津滨海城市广场中庭花园
141,天津塔塔王国儿童乐园,,0.0,[天津·天津·南开区],74,128.0,大型亲子乐园，童年的欢乐回忆,地址：天津市南开区奥城商业广场A1楼  3层（原易买得超市）
142,东方之珠洗浴（于家堡店）,,0.0,[天津·天津·滨海新区],41,98.0,五星级纯绿色服务,地址：天津市滨海新区新港路372号
143,盘山烈士陵园,,0.7,[天津·天津·蓟县],86,148.0,发扬红色革命传统教育之地,地址：天津市蓟县盘山
144,天津水上公园,4A景区,0.8400000000000001,[天津·天津·南开区],69,0.1,大型综合性公园，是津门十景之一,地址：天津市南开区水上公园北路33号
145,二南开中学游泳馆,,0.0,[天津·天津·和平区],4,25.0,水质清澈透底，深度适合不同人群,地址：天津市和平区荣安大街167号(近第二南开中学)
146,精武门·中华武林园,4A景区,0.0,[天津·天津·西青区],2,0.5,世界精武之源，也是世界精武之根,地址：天津市西青区精武镇小南河村
147,八仙古洞,,0.0,[天津·天津·蓟县],6,60.0,奇特的地质景观,地址：天津蓟县蓟县津围公路八仙洞景区
148,大悲禅院,4A景区,0.78,[天津·天津·河北区],75,0.4,朱门绿瓦，佛坛高筑，松柏参天，庄严静穆,地址：天津市河北区天纬路中段东北侧
149,尔宝瑞蜡像馆,,0.0,[天津·天津·河北区],6,75.0,尔宝瑞先生，中国蜡像艺术的代表人物,地址：天津市河北区民生路89号
150,天津鼓楼天街茶馆相声帮,,0.0,[天津·天津·鼓楼茶馆],71,48.0,放松休闲之选,地址：天津市南开区盛津园29号楼006 天街茶馆（城厢中路台湾菜馆后身）
151,三峡梯城,4A景区,0.0,[重庆·重庆·云阳县],45,248.0,像一条蜿蜒盘旋的绿色巨龙,地址：重庆市云阳县新县城三峡梯城景区
152,瞿塘峡,4A景区,0.78,[重庆·重庆·奉节县],63,88.3,长江三峡西之首，西起白帝城，东至巫山,地址：重庆市奉节县白帝城
153,圣名环球城,,0.0,[重庆·重庆·渝北区],152,100.0,开放式不收门票的游乐园,地址：重庆市渝北区回兴服装城大道41号
154,陡溪谷溯溪探险,,0.0,[重庆·重庆·佛影峡生态旅游区],61,238.0,探寻原始丛林之奥秘,地址：重庆市巴南区跳石镇洞口草铺子佛影峡旅游区内
155,丰都玉皇圣地景区,,0.0,[重庆·重庆·丰都县],45,80.0,鬼城名山的核心景区,地址：重庆市丰都县名山街道五鱼山玉皇圣地旅游景区
156,金三泉温泉,,0.0,[重庆·重庆·南川区],12,53.0,放松身心、休闲度假的绝佳选择,地址：重庆市南川区三泉镇药材村三泉社
157,重庆失恋博物馆,,0.0,[重庆·重庆·南岸区],28,29.0,治愈从这里开始,地址：弹子石老街王家大院二楼
158,重庆鳄鱼中心,3A景区,0.0,[重庆·重庆·渝北区],8,44.9,绿树成荫，鸟语花香，曲径通幽，布局紧奏,地址：重庆市渝北区宝石路106号（现代农业园区）
159,天井峡地缝,,0.76,[重庆·重庆·奉节县],68,40.0,峡缝中有独特景观和稀有的动植物,地址：重庆市奉节县天井峡
160,中山四路,,0.0,[重庆·重庆·渝中区],77,58.0,抗战文化一条街,地址：重庆市渝中区中山四路
161,龙缸地质公园,5A景区,0.7,[重庆·重庆·云阳县],86,5.0,浓郁土家风情，长江三峡的香格里拉,地址：重庆市云阳县清水镇
162,大耳朵口袋动物园,,0.0,[重庆·重庆],12,74.0,七大动物场馆还拥有超多神奇的小动物,地址：重庆市解放碑大世界酒店旁临江门美食城二楼
163,鹅岭二厂文创公园,,0.0,[重庆·重庆·渝中区],63,58.0,文创公园,地址：重庆市渝中区鹅岭正街1号TESTBED2贰厂文创公园
164,重庆3D魔幻艺术馆,,0.0,[重庆·重庆·南岸区],52,52.0,3D艺术带你进入神秘新奇的世界,地址：重庆南岸区长江大桥南桥头重庆市游乐园
165,南滨路,,0.0,[重庆·重庆·南岸区],79,7.0,有“重庆外滩”之美誉,地址：重庆市南岸区亚太路1号-附122号
166,重庆海昌加勒比海水世界,4A景区,0.72,[重庆·重庆·南岸区],302,120.0,在阳光下合法的、正当的、干净的抢劫快乐吧,地址：重庆市南岸区崇文路35号
167,重庆奉节天坑地缝景区,4A景区,0.76,[重庆·重庆·奉节县],6,8.0,小寨天坑地缝,地址：重庆市奉节县兴隆镇
